episode 39564: -23088.25205914508 total reward, 82 steps, 137274 epochs 
episode 39565: 44803.824628154754 total reward, 64 steps, 137338 epochs 
episode 39566: -6341.110903562483 total reward, 93 steps, 137431 epochs 
episode 39567: -603.4953963055932 total reward, 54 steps, 137485 epochs 
episode 39568: 33509.46142339237 total reward, 14 steps, 137499 epochs 
episode 39569: -10135.384753608927 total reward, 34 steps, 137533 epochs 
episode 39570: 37284.2679904726 total reward, 48 steps, 137581 epochs 
episode 39571: 38123.690908358185 total reward, 28 steps, 137609 epochs 
episode 39572: -9737.348878060871 total reward, 31 steps, 137640 epochs 
episode 39573: 10270.98796138589 total reward, 62 steps, 137702 epochs 
episode 39574: 31087.132683283868 total reward, 1 steps, 137703 epochs 
episode 39575: 36024.568322199004 total reward, 7 steps, 137710 epochs 
episode 39576: 28662.47038775914 total reward, 74 steps, 137784 epochs 
episode 39577: 48083.64700525679 total reward, 28 steps, 137812 epochs 
episode 39578: 1681.5952563959436 total reward, 68 steps, 137880 epochs 
episode 39579: 15887.056344581555 total reward, 63 steps, 137943 epochs 
episode 39580: 37259.70060037051 total reward, 72 steps, 138015 epochs 
episode 39581: -8388.595796884152 total reward, 43 steps, 138058 epochs 
episode 39582: 36482.13194563275 total reward, 27 steps, 138085 epochs 
episode 39583: -10177.427896747507 total reward, 36 steps, 138121 epochs 
episode 39584: -9941.39176579825 total reward, 29 steps, 138150 epochs 
episode 39585: 39801.9358046523 total reward, 55 steps, 138205 epochs 
episode 39586: -11280.535200885763 total reward, 26 steps, 138231 epochs 
episode 39587: -10204.88712913204 total reward, 58 steps, 138289 epochs 
episode 39588: 39093.20315461564 total reward, 34 steps, 138323 epochs 
episode 39589: 40017.022081860574 total reward, 71 steps, 138394 epochs 
episode 39590: -6879.70310798058 total reward, 72 steps, 138466 epochs 
episode 39591: -7724.40406457306 total reward, 24 steps, 138490 epochs 
episode 39592: -7752.042574414838 total reward, 36 steps, 138526 epochs 
episode 39593: -11559.858812152812 total reward, 31 steps, 138557 epochs 
episode 39594: 37425.551994330046 total reward, 33 steps, 138590 epochs 
episode 39595: -5195.033833233593 total reward, 56 steps, 138646 epochs 
episode 39596: -11363.209932701255 total reward, 37 steps, 138683 epochs 
episode 39597: 34659.86789144621 total reward, 25 steps, 138708 epochs 
episode 39598: 37602.07140365451 total reward, 36 steps, 138744 epochs 
episode 39599: 40301.56901259637 total reward, 48 steps, 138792 epochs 
episode 39600: -8001.673553005789 total reward, 30 steps, 138822 epochs 
episode 39601: 39357.02156883978 total reward, 38 steps, 138860 epochs 
episode 39602: -11448.526541031784 total reward, 33 steps, 138893 epochs 
episode 39603: 38321.756819101356 total reward, 34 steps, 138927 epochs 
episode 39604: -19952.780825739595 total reward, 73 steps, 139000 epochs 
episode 39605: -9986.59515766599 total reward, 51 steps, 139051 epochs 
episode 39606: 38862.64912774548 total reward, 37 steps, 139088 epochs 
episode 39607: -3449.2684017094302 total reward, 61 steps, 139149 epochs 
episode 39608: 35270.98904009452 total reward, 21 steps, 139170 epochs 
episode 39609: 38522.89423210717 total reward, 23 steps, 139193 epochs 
episode 39610: 40810.98732263539 total reward, 63 steps, 139256 epochs 
episode 39611: -10828.474815157359 total reward, 70 steps, 139326 epochs 
episode 39612: -7338.518849603855 total reward, 68 steps, 139394 epochs 
episode 39613: -11480.994445684402 total reward, 32 steps, 139426 epochs 
episode 39614: 41850.29350835294 total reward, 58 steps, 139484 epochs 
episode 39615: 36156.67574040801 total reward, 23 steps, 139507 epochs 
episode 39616: -5467.060883036912 total reward, 66 steps, 139573 epochs 
episode 39617: -9699.219439790795 total reward, 38 steps, 139611 epochs 
episode 39618: -8695.266692554284 total reward, 38 steps, 139649 epochs 
episode 39619: -10569.17773004993 total reward, 36 steps, 139685 epochs 
episode 39620: -7434.866400837342 total reward, 33 steps, 139718 epochs 
episode 39621: -32050.6901471807 total reward, 67 steps, 139785 epochs 
episode 39622: 31619.775514305933 total reward, 4 steps, 139789 epochs 
episode 39623: 34369.365366282334 total reward, 21 steps, 139810 epochs 
episode 39624: 33382.20622239307 total reward, 22 steps, 139832 epochs 
episode 39625: 38026.04903573324 total reward, 34 steps, 139866 epochs 
episode 39626: -9997.416884017402 total reward, 38 steps, 139904 epochs 
episode 39627: -10142.866945244397 total reward, 32 steps, 139936 epochs 
episode 39628: -19011.14856525854 total reward, 68 steps, 140004 epochs 
episode 39629: 34246.137672271434 total reward, 14 steps, 140018 epochs 
episode 39630: -9845.41142706746 total reward, 28 steps, 140046 epochs 
episode 39631: -10501.695262516072 total reward, 38 steps, 140084 epochs 
episode 39632: -15184.703890665765 total reward, 88 steps, 140172 epochs 
episode 39633: 35444.2964684824 total reward, 17 steps, 140189 epochs 
episode 39634: 38960.6441901995 total reward, 52 steps, 140241 epochs 
episode 39635: -8471.270210963557 total reward, 32 steps, 140273 epochs 
episode 39636: -7746.575314291401 total reward, 53 steps, 140326 epochs 
episode 39637: 39809.758468439024 total reward, 52 steps, 140378 epochs 
episode 39638: -4994.776173777975 total reward, 64 steps, 140442 epochs 
episode 39639: -26332.020873865382 total reward, 73 steps, 140515 epochs 
episode 39640: 40470.54938170019 total reward, 44 steps, 140559 epochs 
episode 39641: 32862.270698549284 total reward, 3 steps, 140562 epochs 
episode 39642: 36219.766977640975 total reward, 23 steps, 140585 epochs 
episode 39643: -9110.312330058441 total reward, 36 steps, 140621 epochs 
episode 39644: -1680.0291057654124 total reward, 60 steps, 140681 epochs 
episode 39645: 36070.661986244886 total reward, 49 steps, 140730 epochs 
episode 39646: -11178.313879465928 total reward, 26 steps, 140756 epochs 
episode 39647: 35422.70053364137 total reward, 19 steps, 140775 epochs 
episode 39648: 36543.754856798725 total reward, 10 steps, 140785 epochs 
episode 39649: 6748.481957398288 total reward, 68 steps, 140853 epochs 
episode 39650: -31928.484498038106 total reward, 72 steps, 140925 epochs 
episode 39651: -11488.367996656769 total reward, 32 steps, 140957 epochs 
episode 39652: 4658.945213973743 total reward, 82 steps, 141039 epochs 
episode 39653: 38460.86381700081 total reward, 32 steps, 141071 epochs 
episode 39654: -8748.227236512928 total reward, 19 steps, 141090 epochs 
episode 39655: -9154.169877592954 total reward, 25 steps, 141115 epochs 
episode 39656: 33195.55161293885 total reward, 8 steps, 141123 epochs 
episode 39657: -28444.151962839966 total reward, 73 steps, 141196 epochs 
episode 39658: 38917.065235235794 total reward, 55 steps, 141251 epochs 
episode 39659: -10858.167081456611 total reward, 22 steps, 141273 epochs 
episode 39660: -11129.54354542279 total reward, 52 steps, 141325 epochs 
episode 39661: -8689.147589315695 total reward, 32 steps, 141357 epochs 
episode 39662: 48463.15544037121 total reward, 60 steps, 141417 epochs 
episode 39663: 35823.554489229566 total reward, 6 steps, 141423 epochs 
episode 39664: -33609.53965976816 total reward, 68 steps, 141491 epochs 
episode 39665: 39472.32004834978 total reward, 37 steps, 141528 epochs 
episode 39666: -8054.510372067449 total reward, 96 steps, 141624 epochs 
episode 39667: -8127.369912923741 total reward, 19 steps, 141643 epochs 
episode 39668: 45854.1249961054 total reward, 52 steps, 141695 epochs 
episode 39669: 32150.27536011819 total reward, 4 steps, 141699 epochs 
episode 39670: -5022.070967015542 total reward, 35 steps, 141734 epochs 
episode 39671: 33236.00490138379 total reward, 14 steps, 141748 epochs 
episode 39672: 36584.78765860347 total reward, 17 steps, 141765 epochs 
episode 39673: -6294.74694258345 total reward, 76 steps, 141841 epochs 
episode 39674: -9518.884008641748 total reward, 18 steps, 141859 epochs 
episode 39675: -11094.583667179677 total reward, 49 steps, 141908 epochs 
episode 39676: -8367.328555499822 total reward, 51 steps, 141959 epochs 
episode 39677: -8405.172442230403 total reward, 97 steps, 142056 epochs 
episode 39678: 37125.799607699504 total reward, 27 steps, 142083 epochs 
episode 39679: -22022.978564221874 total reward, 71 steps, 142154 epochs 
episode 39680: 31871.865839527145 total reward, 2 steps, 142156 epochs 
episode 39681: 36954.95754124519 total reward, 38 steps, 142194 epochs 
episode 39682: 34246.786702856385 total reward, 12 steps, 142206 epochs 
episode 39683: 40922.39176626246 total reward, 46 steps, 142252 epochs 
episode 39684: -10680.697808821871 total reward, 93 steps, 142345 epochs 
episode 39685: -37684.98272965398 total reward, 68 steps, 142413 epochs 
episode 39686: 36131.78041030961 total reward, 52 steps, 142465 epochs 
episode 39687: 33879.72737531034 total reward, 16 steps, 142481 epochs 
episode 39688: -9627.742505734888 total reward, 69 steps, 142550 epochs 
episode 39689: 38655.24818760556 total reward, 46 steps, 142596 epochs 
episode 39690: -9531.823329670404 total reward, 27 steps, 142623 epochs 
episode 39691: 36203.1642599844 total reward, 22 steps, 142645 epochs 
episode 39692: 546.3410945904252 total reward, 80 steps, 142725 epochs 
episode 39693: -23628.116451037808 total reward, 89 steps, 142814 epochs 
episode 39694: -1284.4583054978211 total reward, 93 steps, 142907 epochs 
episode 39695: 34512.74558261135 total reward, 20 steps, 142927 epochs 
episode 39696: 36949.24694296871 total reward, 32 steps, 142959 epochs 
episode 39697: -7891.136407868344 total reward, 55 steps, 143014 epochs 
episode 39698: -7513.514345800821 total reward, 18 steps, 143032 epochs 
episode 39699: -10637.93181159679 total reward, 29 steps, 143061 epochs 
episode 39700: 4896.101325863204 total reward, 78 steps, 143139 epochs 
episode 39701: 33924.32660528538 total reward, 19 steps, 143158 epochs 
episode 39702: -2654.9884787058063 total reward, 51 steps, 143209 epochs 
episode 39703: 36330.04091200653 total reward, 58 steps, 143267 epochs 
episode 39704: -9966.060537455705 total reward, 22 steps, 143289 epochs 
episode 39705: 36751.20331789134 total reward, 33 steps, 143322 epochs 
episode 39706: 43878.69027151674 total reward, 55 steps, 143377 epochs 
episode 39707: 31976.34699589401 total reward, 6 steps, 143383 epochs 
episode 39708: 37196.40732803987 total reward, 30 steps, 143413 epochs 
episode 39709: -10462.470501145955 total reward, 28 steps, 143441 epochs 
episode 39710: 38179.05269534624 total reward, 18 steps, 143459 epochs 
episode 39711: 33074.52833468363 total reward, 4 steps, 143463 epochs 
episode 39712: 32907.67590096344 total reward, 9 steps, 143472 epochs 
episode 39713: 31541.63180025988 total reward, 7 steps, 143479 epochs 
episode 39714: 37981.14199626197 total reward, 37 steps, 143516 epochs 
episode 39715: -22126.40802863559 total reward, 69 steps, 143585 epochs 
episode 39716: -10625.73746040171 total reward, 26 steps, 143611 epochs 
episode 39717: -25504.67442480922 total reward, 81 steps, 143692 epochs 
episode 39718: -9204.999357907425 total reward, 34 steps, 143726 epochs 
episode 39719: 33371.68129835385 total reward, 11 steps, 143737 epochs 
episode 39720: -30855.34362953283 total reward, 68 steps, 143805 epochs 
episode 39721: -9904.493694614099 total reward, 30 steps, 143835 epochs 
episode 39722: -10880.533164319468 total reward, 30 steps, 143865 epochs 
episode 39723: -10486.858696859745 total reward, 23 steps, 143888 epochs 
episode 39724: 51638.10831349844 total reward, 66 steps, 143954 epochs 
episode 39725: -10025.513177299097 total reward, 23 steps, 143977 epochs 
episode 39726: 40471.97254090971 total reward, 39 steps, 144016 epochs 
episode 39727: -17127.082744789368 total reward, 86 steps, 144102 epochs 
episode 39728: 46823.422684021076 total reward, 64 steps, 144166 epochs 
episode 39729: 33539.85926850146 total reward, 12 steps, 144178 epochs 
episode 39730: -8187.056587537592 total reward, 25 steps, 144203 epochs 
episode 39731: -8999.055752925036 total reward, 27 steps, 144230 epochs 
episode 39732: -9881.96297708074 total reward, 28 steps, 144258 epochs 
episode 39733: 36372.75473235795 total reward, 22 steps, 144280 epochs 
episode 39734: -11073.671306742866 total reward, 32 steps, 144312 epochs 
episode 39735: -20488.64976462322 total reward, 81 steps, 144393 epochs 
episode 39736: 47109.416394198 total reward, 31 steps, 144424 epochs 
episode 39737: 37104.42629182745 total reward, 47 steps, 144471 epochs 
episode 39738: -6929.0837222797345 total reward, 77 steps, 144548 epochs 
episode 39739: -10509.325927132764 total reward, 24 steps, 144572 epochs 
episode 39740: -11066.377313319299 total reward, 34 steps, 144606 epochs 
episode 39741: -14113.496773104354 total reward, 81 steps, 144687 epochs 
episode 39742: -8700.246167213072 total reward, 48 steps, 144735 epochs 
episode 39743: -9261.367838266895 total reward, 80 steps, 144815 epochs 
episode 39744: -10426.40027595151 total reward, 28 steps, 144843 epochs 
episode 39745: -6883.367748143198 total reward, 40 steps, 144883 epochs 
episode 39746: -9404.890013914342 total reward, 20 steps, 144903 epochs 
episode 39747: -22318.876917844784 total reward, 76 steps, 144979 epochs 
episode 39748: 34414.42250643527 total reward, 6 steps, 144985 epochs 
episode 39749: -9610.581622210446 total reward, 34 steps, 145019 epochs 
episode 39750: -8706.055786617999 total reward, 85 steps, 145104 epochs 
episode 39751: -9637.064974957622 total reward, 21 steps, 145125 epochs 
episode 39752: 31068.28782487743 total reward, 1 steps, 145126 epochs 
episode 39753: -8754.581636519324 total reward, 42 steps, 145168 epochs 
episode 39754: 34382.53765671294 total reward, 68 steps, 145236 epochs 
episode 39755: -8729.180719384985 total reward, 38 steps, 145274 epochs 
episode 39756: -9819.482611062765 total reward, 49 steps, 145323 epochs 
episode 39757: 60203.52538060712 total reward, 60 steps, 145383 epochs 
episode 39758: -1320.4617272987525 total reward, 75 steps, 145458 epochs 
episode 39759: -10635.600108672086 total reward, 23 steps, 145481 epochs 
episode 39760: 41689.09048002446 total reward, 96 steps, 145577 epochs 
episode 39761: -10545.484643790183 total reward, 26 steps, 145603 epochs 
episode 39762: 38780.92031984443 total reward, 35 steps, 145638 epochs 
episode 39763: -9089.565907489441 total reward, 64 steps, 145702 epochs 
episode 39764: -9218.64598254019 total reward, 27 steps, 145729 epochs 
episode 39765: 52220.653222535024 total reward, 57 steps, 145786 epochs 
episode 39766: -34995.78329783436 total reward, 86 steps, 145872 epochs 
episode 39767: -10082.601462340594 total reward, 26 steps, 145898 epochs 
episode 39768: 35468.65734206668 total reward, 20 steps, 145918 epochs 
episode 39769: 36319.048649461365 total reward, 35 steps, 145953 epochs 
episode 39770: -10881.300873621869 total reward, 35 steps, 145988 epochs 
episode 39771: -30516.18866752203 total reward, 69 steps, 146057 epochs 
episode 39772: -13050.738598086384 total reward, 77 steps, 146134 epochs 
episode 39773: -10571.219494234734 total reward, 27 steps, 146161 epochs 
episode 39774: 38606.10623182679 total reward, 30 steps, 146191 epochs 
episode 39775: 45148.78805881925 total reward, 40 steps, 146231 epochs 
episode 39776: -10850.29901801458 total reward, 23 steps, 146254 epochs 
episode 39777: -24981.023970662325 total reward, 75 steps, 146329 epochs 
episode 39778: 3596.3043440494366 total reward, 79 steps, 146408 epochs 
episode 39779: 32714.566429782717 total reward, 7 steps, 146415 epochs 
episode 39780: -28464.760008255602 total reward, 86 steps, 146501 epochs 
episode 39781: -31434.28276803973 total reward, 86 steps, 146587 epochs 
episode 39782: 33159.08336051234 total reward, 8 steps, 146595 epochs 
episode 39783: -13471.834333604602 total reward, 89 steps, 146684 epochs 
episode 39784: 33923.957188682354 total reward, 33 steps, 146717 epochs 
episode 39785: 38156.01531673602 total reward, 63 steps, 146780 epochs 
episode 39786: -23952.809190020504 total reward, 72 steps, 146852 epochs 
episode 39787: -27253.72239136391 total reward, 80 steps, 146932 epochs 
episode 39788: 31837.764187230674 total reward, 3 steps, 146935 epochs 
episode 39789: -20803.01307797769 total reward, 87 steps, 147022 epochs 
episode 39790: -30570.036092190127 total reward, 79 steps, 147101 epochs 
episode 39791: -29421.69596978619 total reward, 77 steps, 147178 epochs 
episode 39792: -11902.628705909108 total reward, 28 steps, 147206 epochs 
episode 39793: 1318.8298422950102 total reward, 73 steps, 147279 epochs 
episode 39794: -20318.70624478427 total reward, 69 steps, 147348 epochs 
episode 39795: 34723.7941586752 total reward, 23 steps, 147371 epochs 
episode 39796: 40834.688138451354 total reward, 21 steps, 147392 epochs 
episode 39797: -10819.115415794424 total reward, 65 steps, 147457 epochs 
episode 39798: 41562.35060301056 total reward, 69 steps, 147526 epochs 
episode 39799: -28767.546802846922 total reward, 85 steps, 147611 epochs 
episode 39800: -1191.7967015052727 total reward, 80 steps, 147691 epochs 
episode 39801: -9133.323628764058 total reward, 37 steps, 147728 epochs 
episode 39802: -22152.31272781117 total reward, 76 steps, 147804 epochs 
episode 39803: 40568.34844157389 total reward, 17 steps, 147821 epochs 
episode 39804: -25380.523636830232 total reward, 71 steps, 147892 epochs 
episode 39805: 38451.48703928322 total reward, 33 steps, 147925 epochs 
episode 39806: -22371.10152651174 total reward, 77 steps, 148002 epochs 
episode 39807: -4325.91891299342 total reward, 74 steps, 148076 epochs 
episode 39808: 36027.98827342584 total reward, 39 steps, 148115 epochs 
episode 39809: -8896.759966616311 total reward, 36 steps, 148151 epochs 
episode 39810: -21665.78713731124 total reward, 78 steps, 148229 epochs 
episode 39811: 35912.92428819759 total reward, 46 steps, 148275 epochs 
episode 39812: -11222.862167355586 total reward, 81 steps, 148356 epochs 
episode 39813: -9438.575664900125 total reward, 25 steps, 148381 epochs 
episode 39814: -9866.005763354813 total reward, 33 steps, 148414 epochs 
episode 39815: 30962.656689251708 total reward, 1 steps, 148415 epochs 
episode 39816: -31214.793873245206 total reward, 73 steps, 148488 epochs 
episode 39817: -34835.00985645651 total reward, 81 steps, 148569 epochs 
episode 39818: -31108.605666941534 total reward, 80 steps, 148649 epochs 
episode 39819: 37643.14388523076 total reward, 61 steps, 148710 epochs 
episode 39820: -24727.65493480448 total reward, 68 steps, 148778 epochs 
episode 39821: -22566.638820468652 total reward, 71 steps, 148849 epochs 
episode 39822: 3.2158559393246833 total reward, 91 steps, 148940 epochs 
episode 39823: -26890.231178887774 total reward, 75 steps, 149015 epochs 
episode 39824: -24771.20922883458 total reward, 83 steps, 149098 epochs 
episode 39825: -35888.91070857349 total reward, 97 steps, 149195 epochs 
episode 39826: -23273.241449734098 total reward, 76 steps, 149271 epochs 
episode 39827: -28068.22409017181 total reward, 76 steps, 149347 epochs 
episode 39828: -20571.81407386149 total reward, 77 steps, 149424 epochs 
episode 39829: -10301.867796671839 total reward, 34 steps, 149458 epochs 
episode 39830: 33799.58104902738 total reward, 6 steps, 149464 epochs 
episode 39831: -21782.91391421041 total reward, 72 steps, 149536 epochs 
episode 39832: -10085.541079457398 total reward, 30 steps, 149566 epochs 
episode 39833: 34369.87447909892 total reward, 36 steps, 149602 epochs 
episode 39834: -11495.587012289587 total reward, 33 steps, 149635 epochs 
episode 39835: -9659.371658988961 total reward, 30 steps, 149665 epochs 
episode 39836: -10001.016004797253 total reward, 35 steps, 149700 epochs 
episode 39837: 41961.06420079128 total reward, 25 steps, 149725 epochs 
episode 39838: 31022.246148673352 total reward, 1 steps, 149726 epochs 
episode 39839: 34605.48042507177 total reward, 15 steps, 149741 epochs 
episode 39840: 50767.62155657883 total reward, 50 steps, 149791 epochs 
episode 39841: 48934.27167389085 total reward, 68 steps, 149859 epochs 
episode 39842: -8769.596429985697 total reward, 23 steps, 149882 epochs 
episode 39843: -5671.170339591755 total reward, 67 steps, 149949 epochs 
episode 39844: 33553.135917248226 total reward, 24 steps, 149973 epochs 
episode 39845: -24524.921931559067 total reward, 69 steps, 150042 epochs 
episode 39846: -23919.102948879532 total reward, 72 steps, 150114 epochs 
episode 39847: 44533.33579506852 total reward, 17 steps, 150131 epochs 
episode 39848: -2875.129526522582 total reward, 70 steps, 150201 epochs 
episode 39849: 54436.86571318223 total reward, 37 steps, 150238 epochs 
episode 39850: 37779.55801537494 total reward, 37 steps, 150275 epochs 
episode 39851: -14782.823581346498 total reward, 86 steps, 150361 epochs 
episode 39852: 46600.35408351915 total reward, 42 steps, 150403 epochs 
episode 39853: -8166.418116019906 total reward, 33 steps, 150436 epochs 
episode 39854: -10269.480033730171 total reward, 23 steps, 150459 epochs 
episode 39855: 33293.55502465821 total reward, 6 steps, 150465 epochs 
episode 39856: -10929.873909697937 total reward, 76 steps, 150541 epochs 
episode 39857: 6481.432988765475 total reward, 94 steps, 150635 epochs 
episode 39858: 16072.89688750419 total reward, 87 steps, 150722 epochs 
episode 39859: -8992.787572614536 total reward, 35 steps, 150757 epochs 
episode 39860: 34767.631367353555 total reward, 16 steps, 150773 epochs 
episode 39861: -8434.0102641031 total reward, 28 steps, 150801 epochs 
episode 39862: -8723.602037223602 total reward, 36 steps, 150837 epochs 
episode 39863: -13981.667256847883 total reward, 73 steps, 150910 epochs 
episode 39864: -9140.502456475038 total reward, 54 steps, 150964 epochs 
episode 39865: -1206.940582664016 total reward, 47 steps, 151011 epochs 
episode 39866: -9461.354501848418 total reward, 89 steps, 151100 epochs 
episode 39867: -10526.951536020099 total reward, 34 steps, 151134 epochs 
episode 39868: 38065.21550394762 total reward, 30 steps, 151164 epochs 
episode 39869: -8053.7916252274035 total reward, 22 steps, 151186 epochs 
episode 39870: 42942.64938430594 total reward, 44 steps, 151230 epochs 
episode 39871: -17636.280010795235 total reward, 72 steps, 151302 epochs 
episode 39872: -34412.437536880134 total reward, 68 steps, 151370 epochs 
episode 39873: 804.183669541283 total reward, 64 steps, 151434 epochs 
episode 39874: 32798.675200096484 total reward, 5 steps, 151439 epochs 
episode 39875: -25266.111057225662 total reward, 81 steps, 151520 epochs 
episode 39876: -9542.85791271833 total reward, 40 steps, 151560 epochs 
episode 39877: -11058.960189170393 total reward, 37 steps, 151597 epochs 
episode 39878: 37912.58022963887 total reward, 30 steps, 151627 epochs 
episode 39879: -10914.406618186706 total reward, 40 steps, 151667 epochs 
episode 39880: 37084.105588016144 total reward, 39 steps, 151706 epochs 
episode 39881: -16248.088103457 total reward, 71 steps, 151777 epochs 
episode 39882: -12456.573359738628 total reward, 91 steps, 151868 epochs 
episode 39883: -21820.90694320591 total reward, 80 steps, 151948 epochs 
episode 39884: -28603.819084249375 total reward, 67 steps, 152015 epochs 
episode 39885: 44477.20433867369 total reward, 58 steps, 152073 epochs 
episode 39886: -11679.11589924308 total reward, 42 steps, 152115 epochs 
episode 39887: 39040.94490292947 total reward, 48 steps, 152163 epochs 
episode 39888: -19102.95708366466 total reward, 74 steps, 152237 epochs 
episode 39889: 35340.46463838256 total reward, 56 steps, 152293 epochs 
episode 39890: 36113.245642365844 total reward, 43 steps, 152336 epochs 
episode 39891: 37493.42683607714 total reward, 54 steps, 152390 epochs 
episode 39892: 53038.917881349626 total reward, 69 steps, 152459 epochs 
episode 39893: -19439.583824662517 total reward, 70 steps, 152529 epochs 
episode 39894: -9412.64652610839 total reward, 33 steps, 152562 epochs 
episode 39895: 35066.75300046385 total reward, 57 steps, 152619 epochs 
episode 39896: 37519.81754171639 total reward, 43 steps, 152662 epochs 
episode 39897: -11475.43568135109 total reward, 78 steps, 152740 epochs 
episode 39898: -10359.14283420844 total reward, 37 steps, 152777 epochs 
episode 39899: -11012.437540032828 total reward, 38 steps, 152815 epochs 
episode 39900: 37794.15579228477 total reward, 32 steps, 152847 epochs 
episode 39901: 35148.013655926654 total reward, 28 steps, 152875 epochs 
episode 39902: 37653.280001764324 total reward, 19 steps, 152894 epochs 
episode 39903: 36901.791578524855 total reward, 25 steps, 152919 epochs 
episode 39904: -25579.11374622646 total reward, 69 steps, 152988 epochs 
episode 39905: 38747.01118369078 total reward, 23 steps, 153011 epochs 
episode 39906: -10571.142303628614 total reward, 34 steps, 153045 epochs 
episode 39907: -10616.127583609386 total reward, 34 steps, 153079 epochs 
episode 39908: -10901.388040345995 total reward, 42 steps, 153121 epochs 
episode 39909: -18531.875189612863 total reward, 87 steps, 153208 epochs 
episode 39910: -7489.552204329691 total reward, 93 steps, 153301 epochs 
episode 39911: -32253.39500285412 total reward, 71 steps, 153372 epochs 
episode 39912: -9499.03019883617 total reward, 31 steps, 153403 epochs 
episode 39913: 36108.454142814124 total reward, 58 steps, 153461 epochs 
episode 39914: -23928.347070225533 total reward, 71 steps, 153532 epochs 
episode 39915: 44265.23837345469 total reward, 40 steps, 153572 epochs 
episode 39916: 34707.59146205333 total reward, 17 steps, 153589 epochs 
episode 39917: -10328.474104947622 total reward, 37 steps, 153626 epochs 
episode 39918: 32529.445733498178 total reward, 4 steps, 153630 epochs 
episode 39919: -34718.87470647274 total reward, 68 steps, 153698 epochs 
episode 39920: -8345.060200310636 total reward, 38 steps, 153736 epochs 
episode 39921: -18892.13772485484 total reward, 78 steps, 153814 epochs 
episode 39922: 37358.75554987851 total reward, 15 steps, 153829 epochs 
episode 39923: -11181.830859337166 total reward, 32 steps, 153861 epochs 
episode 39924: 31537.264069774174 total reward, 2 steps, 153863 epochs 
episode 39925: 32489.096341386223 total reward, 9 steps, 153872 epochs 
episode 39926: 36972.431918908806 total reward, 26 steps, 153898 epochs 
episode 39927: 3574.2025639516505 total reward, 85 steps, 153983 epochs 
episode 39928: 6895.981051189294 total reward, 87 steps, 154070 epochs 
episode 39929: 35182.414703331466 total reward, 40 steps, 154110 epochs 
episode 39930: 31614.749486420576 total reward, 6 steps, 154116 epochs 
episode 39931: 39012.10062357536 total reward, 18 steps, 154134 epochs 
episode 39932: -10096.098613246279 total reward, 29 steps, 154163 epochs 
episode 39933: -9884.393457372014 total reward, 37 steps, 154200 epochs 
episode 39934: -11080.92013489612 total reward, 40 steps, 154240 epochs 
episode 39935: 33688.84692465928 total reward, 25 steps, 154265 epochs 
episode 39936: 36413.80682712944 total reward, 31 steps, 154296 epochs 
episode 39937: 34181.35135111839 total reward, 13 steps, 154309 epochs 
episode 39938: 35392.03919369162 total reward, 35 steps, 154344 epochs 
episode 39939: -9262.493868264211 total reward, 41 steps, 154385 epochs 
episode 39940: 35683.76825672381 total reward, 69 steps, 154454 epochs 
episode 39941: -11333.593068361073 total reward, 34 steps, 154488 epochs 
episode 39942: -8916.224612745755 total reward, 31 steps, 154519 epochs 
episode 39943: 40999.77295005716 total reward, 63 steps, 154582 epochs 
episode 39944: 445.11630371044157 total reward, 79 steps, 154661 epochs 
episode 39945: -7710.338391199401 total reward, 65 steps, 154726 epochs 
episode 39946: 37043.49009403592 total reward, 51 steps, 154777 epochs 
episode 39947: 34096.92367249129 total reward, 9 steps, 154786 epochs 
episode 39948: 34397.49734862771 total reward, 32 steps, 154818 epochs 
episode 39949: -27198.75954794003 total reward, 82 steps, 154900 epochs 
episode 39950: -10932.524880472753 total reward, 34 steps, 154934 epochs 
episode 39951: -7531.949154875075 total reward, 25 steps, 154959 epochs 
episode 39952: 36711.80854520154 total reward, 26 steps, 154985 epochs 
episode 39953: -11638.43937897958 total reward, 29 steps, 155014 epochs 
episode 39954: 44248.85599391485 total reward, 37 steps, 155051 epochs 
episode 39955: 36325.02339187512 total reward, 51 steps, 155102 epochs 
episode 39956: 33332.720553204745 total reward, 25 steps, 155127 epochs 
episode 39957: 31383.005297643744 total reward, 2 steps, 155129 epochs 
episode 39958: -21130.92255400015 total reward, 76 steps, 155205 epochs 
episode 39959: 37855.3272614157 total reward, 54 steps, 155259 epochs 
episode 39960: 36524.96330019529 total reward, 39 steps, 155298 epochs 
episode 39961: 37989.41354420409 total reward, 53 steps, 155351 epochs 
episode 39962: -11002.452416544304 total reward, 59 steps, 155410 epochs 
episode 39963: -32661.563793333964 total reward, 70 steps, 155480 epochs 
episode 39964: -10467.864837948362 total reward, 34 steps, 155514 epochs 
episode 39965: 35792.11401815592 total reward, 45 steps, 155559 epochs 
episode 39966: -10299.141994061465 total reward, 33 steps, 155592 epochs 
episode 39967: -11019.759158739087 total reward, 34 steps, 155626 epochs 
episode 39968: 36074.915632311946 total reward, 26 steps, 155652 epochs 
episode 39969: 47249.22022044718 total reward, 56 steps, 155708 epochs 
episode 39970: -10315.950935269384 total reward, 61 steps, 155769 epochs 
episode 39971: -22843.608641444825 total reward, 85 steps, 155854 epochs 
episode 39972: -9386.308016907373 total reward, 68 steps, 155922 epochs 
episode 39973: -8015.439344814469 total reward, 37 steps, 155959 epochs 
episode 39974: 31723.206148445413 total reward, 2 steps, 155961 epochs 
